time,Real Lower Band,Real Middle Band,Real Upper Band
2001-08-17,50.9279,52.8805,54.8330
2001-08-10,50.8598,53.2607,55.6617
2001-08-03,51.2184,53.4017,55.5850
2001-07-27,49.2477,53.9341,58.6206
2001-07-20,49.9244,54.7518,59.5791
2001-07-13,51.1474,55.5424,59.9373
2001-07-06,51.4913,56.2999,61.1086
2001-06-29,55.1490,56.9394,58.7298
2001-06-22,54.4133,57.3698,60.3262
2001-06-15,54.8388,57.8271,60.8154
2001-06-08,54.0069,57.6480,61.2890
2001-06-01,54.0039,57.6102,61.2164
2001-05-25,54.7306,57.9276,61.1247
2001-05-18,54.7870,57.6167,60.4465
2001-05-11,44.1546,55.4797,66.8047
2001-05-04,40.4097,54.0810,67.7522
2001-04-27,38.3009,52.1138,65.9267
2001-04-20,38.3303,49.8458,61.3612
2001-04-12,43.2655,47.3738,51.4822
2001-04-06,42.7596,47.6827,52.6058
2001-03-30,41.7148,48.1175,54.5202
2001-03-23,41.0052,48.8992,56.7932
2001-03-16,39.0159,51.0473,63.0786
2001-03-09,44.2809,53.2363,62.1917
2001-03-02,47.1083,54.3216,61.5349
2001-02-23,49.6480,55.4974,61.3469
2001-02-16,53.4977,56.2098,58.9218
2001-02-09,43.0377,54.0813,65.1249
2001-02-02,38.9250,52.2716,65.6182
2001-01-26,32.9820,49.7485,66.5149
2001-01-19,33.8087,47.2333,60.6580
2001-01-12,39.6496,44.8929,50.1363
2001-01-05,38.7101,45.2115,51.7128
2000-12-29,38.4301,45.3732,52.3163
2000-12-22,39.8355,46.8649,53.8943
2000-12-15,40.8824,48.1569,55.4315
2000-12-08,43.9531,48.6751,53.3971
2000-12-01,44.0580,48.9737,53.8894
2000-11-24,43.2700,48.7688,54.2676
2000-11-17,42.7949,48.2383,53.6817
2000-11-10,39.9693,48.9351,57.9009
2000-11-03,38.3779,51.2165,64.0552
2000-10-27,38.6198,52.4630,66.3062
2000-10-20,41.1140,55.4724,69.8309
2000-10-13,49.1732,58.4889,67.8045
2000-10-06,51.2844,60.5271,69.7698
2000-09-29,51.7246,62.2851,72.8456
2000-09-22,58.7024,63.9185,69.1345
2000-09-15,56.8899,63.5764,70.2629
2000-09-08,55.3019,63.1397,70.9775
2000-09-01,52.0757,61.7679,71.4601
2000-08-25,50.9219,59.5799,68.2380
2000-08-18,52.9793,58.1464,63.3135
2000-08-11,48.1980,56.4898,64.7816
2000-08-04,47.5763,54.9268,62.2773
2000-07-28,48.2329,54.2982,60.3636
2000-07-21,48.2265,54.3042,60.3819
2000-07-14,48.6695,54.1548,59.6401
2000-07-07,48.5653,55.7236,62.8819
2000-06-30,50.3173,56.0971,61.8770
2000-06-23,49.2745,55.8362,62.3978
2000-06-16,47.8953,55.2953,62.6953
2000-06-09,46.3563,54.4178,62.4792
2000-06-02,51.0502,53.2277,55.4051
2000-05-26,50.0914,53.4825,56.8736
2000-05-19,49.1685,53.1774,57.1863
2000-05-12,48.8489,53.0216,57.1942
2000-05-05,44.5397,54.8677,65.1958
2000-04-28,44.8109,55.9124,67.0139
2000-04-20,44.7538,56.8197,68.8856
2000-04-14,47.2296,57.4167,67.6038
2000-04-07,47.3679,57.4415,67.5152
2000-03-31,46.9971,55.9373,64.8774
2000-03-24,46.9345,54.9055,62.8766
2000-03-17,50.5036,54.0977,57.6917
2000-03-10,49.2308,54.6319,60.0331
2000-03-03,50.6665,55.6521,60.6376
2000-02-25,51.8489,55.9950,60.1412
2000-02-18,52.1716,57.3260,62.4803
2000-02-11,52.8318,58.0223,63.2129
2000-02-04,52.2941,57.8249,63.3557
2000-01-28,49.5016,57.0546,64.6076
2000-01-21,48.4789,56.7624,65.0459
2000-01-14,49.1979,55.6194,62.0410
2000-01-07,51.6207,54.5639,57.5071
1999-12-31,52.3421,54.4019,56.4617
1999-12-23,50.7611,54.1167,57.4722
1999-12-17,49.1565,53.6515,58.1465
1999-12-10,44.1474,52.2471,60.3468
